ID,topic,created,modified,orderIndex,orderMethod
D2B71A21-9A1E-440B-9853-D6F714063118,Savior,1490498241.12516,1490498241.12517,,
1779F900-F2B9-4C89-990B-1B016A32D81F,Saviour,1490498247.48359,1490498247.4836,,
F3A6407C-BD7C-4F95-8611-FD95B78588F4,Scripture Memory,1490498259.45822,1490498259.45823,,
DAD52213-D603-4F73-A588-D3C9F886F848,Searching,1490498267.04249,1490498267.0425,,
6E65F9FC-36A0-4B25-8E53-3EA9B39E927A,Seasons,1490498273.87879,1490498273.87881,,
4104E68E-2985-4EB3-AE13-69252D030E7F,Second Coming,1490498298.15509,1490498298.1551,,
B058035B-B825-458F-A3C9-E9CE1E672808,Security,1490498313.84762,1490498313.84763,,
2FD85857-A0AB-4123-8E40-B5E073622F00,Self Esteem,1490498321.779,1490498321.77901,,
7C7451C2-8774-407C-8B0D-FB0A5DCB6E55,Servanthood,1490498330.06654,1490498330.06655,,
891A4FB1-160E-4590-8D67-FC3F8864501B,Shelter ,1490498349.60545,1490498349.60546,,
B878E7B5-F5DE-48FC-8D69-BAA708A07367,Shepherd,1490498363.9215,1490498363.92151,,
7ABB251D-464D-4F44-A270-AADDD32101B7,Shield,1490498371.97291,1490498371.97292,,
C21D26E2-6067-4D2D-9EA4-2CDDC58B99AA,Sin,1490498377.87184,1490498377.87185,,
C419F6D0-742B-406D-935B-1BF5930A794D,Sinless,1490498401.28572,1490498401.28573,,
4AA5E76E-5072-4845-B179-CE4747A26D55,Son of God,1490498412.63749,1490498412.6375,,
B746B371-8CCF-483D-B223-61B049F6D658,Sorrow,1490498420.27674,1490498420.27675,,
7D6404D6-C10E-4686-A384-FAB4D7A13DC4,Sovereignty,1490498437.17554,1490498437.17555,,
C8B9DC76-D677-48DE-872D-3E0D31045040,Sovereign,1490498449.16422,1490498449.16423,,
005EBD6B-9DAB-43D2-A814-50B0063155C3,Stewardship,1490498458.11538,1490498458.11539,,
78E7BCFD-9E23-433A-BA7C-F461C56F9169,Strength ,1490498467.12667,1490498467.12668,,
10E9650E-4A53-4974-8787-54EDE9F4BE8B,Submission ,1490498475.55077,1490498475.55078,,
B7336397-A4D8-4CBD-928F-B86938168296,Suffering,1490498481.9504,1490498481.95041,,
C13A3812-F11D-4200-BAB5-9621F08F7468,Sufficiency,1490498498.63809,1490498498.6381,,
2141E0AE-35E2-4478-83D8-1E72C168508A,Supplication ,1490498506.23785,1490498506.23786,,
C1AE6140-F7A2-4E84-B28F-90D64F88262E,Surrrender,1490498512.28881,1490498512.28882,,
DBF893AF-8F8D-4515-95AF-9FDBEEFB42D5,Sustainer,1490498526.31089,1490498526.31091,,
7873811A-730E-46BA-9C74-A0A212E4D27C,Teaching,1490498538.96962,1490498538.96963,,
21C0A79A-9C4A-4B45-A300-715247F48D82,Teach,1490498544.84201,1490498544.84201,,
8E0A00BF-4190-4D71-8CD7-59559DD334CC,Teacher,1490498550.1273,1490498550.12731,,
592EE1B2-BBCB-4677-A082-5782CE4812BB,Testimony,1490498575.42922,1490498575.42924,,
FE208216-6481-4586-89D8-DB79F69152D8,Testing,1490498581.30776,1490498581.30777,,
C0B89A7A-CA5A-49D0-83C5-A7C5D808B37B,Test,1490498585.88088,1490498585.88089,,
7F2BDE05-F9BE-4695-A93B-6793CB222756,Thankful,1490498592.43139,1490498592.4314,,
77AED686-335B-4B25-BDAE-8E508A08706C,Thankfulness ,1490498607.51654,1490498607.51655,,
ACAFA6E2-0F76-4293-8827-2B2CFC50D525,Thanks,1490498613.97614,1490498613.97615,,
57F1C2B7-4D8B-49A0-9489-CD0163A8E0A2,Thank,1490498619.79551,1490498619.79552,,
D0B3261F-E01E-4447-AC68-82BC90407917,Thanksgiving,1490498630.80438,1490498630.8044,,
FA41F1F1-51B2-4674-A1F2-F99762078C44,The church,1490498638.1196,1490498638.11961,,
A1D4BB9F-C8B4-4D53-A387-7F83081B47E0,Thirst,1490498644.11287,1490498644.11288,,
E902F66F-8C34-47DA-86F1-BC171D5270AD,Tithes,1490498649.39022,1490498649.39024,,
49DC4FDE-77D7-4093-AE1A-88124D8C35AF,Touch,1490498656.73167,1490498656.73168,,
162CF5CE-A85E-4B74-9A0B-15E71558FC5F,Touching,1490498662.59947,1490498662.59948,,
5B0F0B72-DE95-410B-AF63-4F52CFB7F75F,Transfiguration,1490498673.12432,1490498673.12433,,
16BEB4E8-C6A6-444F-9EEC-A37B1C12932E,Transformation ,1490498680.05199,1490498680.052,,
837012E8-A705-4FEF-B6B9-C65010A502F3,Treasure,1490498685.6342,1490498685.63421,,
4422943C-9ED6-4EC8-9179-BC03E6D44F7F,Trials,1490498693.42352,1490498693.42354,,
26643D35-9175-422B-869C-F2F712945209,Trial,1490498698.62602,1490498698.62603,,
95ADC995-A5C8-45F3-B02D-9598A69117A5,Trinity,1490498703.98978,1490498703.98979,,
7BDF26E6-FACB-4D91-9188-5D7C8117E1B2,Triumph,1490498710.0222,1490498710.02221,,
F3C11E3D-CD55-4BA1-A3F4-E046FB9330DB,Trust,1490498715.00953,1490498715.00954,,
210FEF00-C2F0-416E-933F-063C82CE750E,Truth,1490498721.57033,1490498721.57035,,
31B3BBF0-48C5-4825-9BD9-DEB1C03BB8C6,Ubchanging,1490498728.01166,1490498728.01167,,
5A2DAA56-48EC-406C-9A98-FC86A7C59D76,Unity ,1490498735.13418,1490498735.1342,,
5D945932-6612-4BBF-847A-3F300DBC9EDB,Vessel,1490498740.61107,1490498740.61108,,
2217C1B4-A82E-4AE8-81A3-4FF5E779B21E,Victor,1490498746.99681,1490498746.99683,,
A29A908D-B773-4CF4-8617-ED56A8EC7258,Victory,1490498752.86401,1490498752.86403,,
61C08F0F-A89B-478E-BA2F-1EDEB920C0E1,Vine,1490498757.99614,1490498757.99615,,
3A2AF96F-1BC4-4BDB-A953-B84ADCB628C2,Virtue,1490498763.82241,1490498763.82242,,
BDFCC1ED-C375-48DD-B4DB-D3F2CE32C82E,Vision,1490498769.71413,1490498769.71414,,
8FEE3C88-0892-4229-8EEE-0E15C18DAC98,Voice,1490498774.44348,1490498774.44349,,
D2EAF5A4-1E1E-4EA7-9645-1BAF3DF5D4FC,Waiting,1490498781.78176,1490498781.78176,,
D6CE465D-F6A0-44E5-A105-A2822AA86239,Wait,1490498786.45904,1490498786.45905,,
03253F0C-4ED0-44DA-BC7C-0E95076ABF8C,War,1490498791.11833,1490498791.11834,,
1913C773-AC5A-4533-87AE-28AD264D3991,Warfare,1490498796.2764,1490498796.27641,,
8EE6CF06-1853-4CB6-AEA4-30A5D1C8A9C9,Weather,1490498801.98019,1490498801.98021,,
B41B0E84-A20D-4615-882C-88A4DA207C58,Wedding,1490498807.33503,1490498807.33504,,
EF6B7DC6-4D65-4E05-8F62-5AB8FE5AB93C,Weeping,1490498813.66697,1490498813.66698,,
04E8963B-178E-4CC4-A7E6-4AAF4D0FB80C,Wholeness,1490498821.16644,1490498821.16645,,
0B6161B8-CC18-4CFB-ABA0-BA3C41858A81,Will,1490498839.2887,1490498839.28871,,
1D42E098-6533-4831-BF92-671A1D286D35,Wisdom ,1490498846.90626,1490498846.90627,,
C783E83C-6804-4227-8653-AD3E42038575,Wise,1490498851.82574,1490498851.82575,,
1454EAF8-8231-498D-9B38-AB7036567F50,Witness,1490498857.9548,1490498857.95511,,
83476D6D-51DF-484E-991E-D208C7FE0468,Women,1490498863.66849,1490498863.6685,,
B771855D-263A-438A-B926-F0A5F5FF2C3C,Wonder,1490498871.0027,1490498871.00271,,
28AADDDD-CE00-435A-B8E4-7E5883CE93AC,Worship,1490498877.45693,1490498877.45694,,
2862B027-002A-468C-921B-AE8E01D762D9,Worthiness,1490498883.82798,1490498883.82799,,
03922142-D3CD-4BA1-B44D-CF31FFEE9DA9,Youth,1490498904.40794,1490498904.40795,,
CC1A2A08-9928-4298-B75D-472544467D3D,Zion,1490498909.84761,1490498909.84762,,
EBF776E9-E9DE-4012-AF24-1654D6F1498A,Sing,1490498967.02943,1490498967.02944,,
412B3DAF-98F5-4602-860F-CDF2C0A6C293,Singing,1490498972.97349,1490498972.97351,,
787694E8-C756-4DA7-A09C-A0E506F73E53,Healing,1491762028.92071,1491762028.92073,,
